city,state,state_code,slug,commissionerate,zone,local_areas,key_industries,intro_note,nearby_cities,company_note,gst_note
Patna,Bihar,IN-BR,patna,"CGST Commissionerate, Patna",Patna Zone,Exhibition Road (Commercial)|Boring Road|Danapur RIICO Zone|Gandhi Maidan Area|Mithapur Industrial Area|Dak Bungalow Chowk|Kankarbagh,"Agricultural trading and processing (wheat, maize, litchi)|Government and administration|Education and coaching (Patna's coaching industry)|Construction and real estate|Small-scale manufacturing",Bihar's capital and a fast-growing commercial city — Patna is eastern India's major agricultural trading hub and a booming real estate and coaching education market.,Gaya|Muzaffarpur|Bhagalpur|Ranchi,"Patna (ROC Bihar, Patna) sees increasing company incorporation from educational institutes, real estate developers, agri-processors, and government contractors.",Patna's agricultural trading businesses must understand GST exemptions on unprocessed goods. Educational institutes and coaching centres need GST applicability clarity before registration.
Ranchi,Jharkhand,IN-JH,ranchi,"CGST Commissionerate, Ranchi",Patna Zone,Lalpur (Commercial Hub)|Doranda|Namkum Industrial Area|Kanke Road|Main Road|Harmu|Booty More Zone,"Mining and mineral processing|Government and PSU services (SAIL, CCL, MECON)|IT and BPO|Construction and infrastructure|Education","Jharkhand's capital and a major mining and PSU hub — Ranchi is surrounded by India's richest mineral belts and is home to SAIL, CCL, and MECON headquarters.",Jamshedpur|Dhanbad|Bokaro|Hazaribagh,"Ranchi (ROC Jharkhand) sees incorporation in mining services, PSU ancillaries, construction companies, and IT service providers. Mining-sector companies have specific compliance needs.","Ranchi's mining service companies must carefully classify GST on drilling, blasting, and extraction services. PSU vendors need to understand RCM applicability on services provided to government entities."
Jamshedpur,Jharkhand,IN-JH,jamshedpur,"CGST Commissionerate, Jamshedpur",Patna Zone,Bistupur (Commercial)|Sakchi|Adityapur ADDA Industrial Area|Gamharia|Jugsalai|Telco Colony|Golmuri,Steel production (Tata Steel — Jamshedpur Works)|Auto components (Tata Motors)|Engineering and fabrication|Tube and pipe manufacturing|Wire and cable,"India's Steel City and Tata's original home — Jamshedpur houses Tata Steel's flagship plant and Tata Motors' largest manufacturing facility, with a massive ancillary ecosystem.",Dhanbad|Ranchi|Bokaro|Baripada,"Jamshedpur (ROC Jharkhand) has a dense ecosystem of Tata ancillary units. Steel and auto component companies are primary incorporation clients, with many SMEs formalising for supply chain compliance.",Jamshedpur's steel and auto ancillary companies have multi-tier ITC supply chains. Tata vendor compliance norms require all suppliers to maintain impeccable GST return records.
Bhubaneswar,Odisha,IN-OR,bhubaneswar,"CGST Commissionerate, Bhubaneswar",Bhubaneswar Zone,Infocity (IT Zone)|Chandaka Industrial Estate|Rasulgarh|Nayapalli Commercial Area|Jayadev Vihar|Saheed Nagar|Mancheswar Industrial Area,"IT and software (Infocity, Infovalley)|Mining and mineral services|Government and education|Healthcare|Steel and aluminium ancillaries","Odisha's capital and a fast-growing IT city — Bhubaneswar is eastern India's emerging tech hub with Infocity and Infovalley housing major IT companies, alongside mining services and government businesses.",Cuttack|Puri|Rourkela|Sambalpur,"Bhubaneswar (ROC Odisha) sees incorporation in IT companies, mining service providers, government contractors, and healthcare businesses. Smart City initiatives are driving new startup incorporations.",Bhubaneswar's IT companies require LUT filing for software exports. Mining service companies must carefully navigate GST classification on drilling and royalty-related services.
Guwahati,Assam,IN-AS,guwahati,"CGST Commissionerate, Guwahati",Guwahati Zone,Fancy Bazar (Commercial)|Ganeshguri|Paltan Bazar|Guwahati Refinery Area|Amingaon Industrial Estate|Dispur (State Capital Area)|Jalukbari,Tea trading and processing|Oil refinery (IOC — Guwahati Refinery)|Bamboo and wood products|Tourism (Northeast gateway)|Wholesale trade (gateway to 7 sister states),"The Gateway to Northeast India — Guwahati is the commercial hub for all seven northeastern states, a major tea trading centre, and home to India's oldest oil refinery.",Dibrugarh|Jorhat|Silchar|Tezpur,"Guwahati (ROC Assam) serves as the company registration gateway for all Northeast India. Tea companies, trading firms, and logistics businesses serving Northeast states incorporate here in high numbers.",Guwahati businesses serving Northeast India benefit from special category state GST thresholds (₹10 lakh for special category states). Tea exporters and interstate traders need careful state-wise GST planning.
Dehradun,Uttarakhand,IN-UT,dehradun,"CGST Commissionerate, Dehradun",Meerut Zone,Rajpur Road (Commercial)|Rispana Industrial Area|SIDCUL Industrial Estate|Haridwar Road Corridor|IT Park (Sahastradhara Road)|Clock Tower Area|Mussoorie Diversion,"IT and education (ISRO, ONGC, Survey of India HQs)|Pharma and Ayurvedic products|Tourism (gateway to Haridwar, Mussoorie)|FMCG and Basmati rice|Government and defence","Uttarakhand's capital and a city of prestigious institutions — Dehradun houses ISRO, ONGC, Survey of India, Forest Research Institute, and IMA, alongside a booming education and pharma sector.",Haridwar|Rishikesh|Roorkee|Meerut,"Dehradun (ROC Uttarakhand) sees incorporation in pharma companies, educational institutions, IT firms, and tourism businesses. Uttarakhand's industrial incentives attract many Pvt Ltd company formations.",Dehradun's pharma companies benefit from Uttarakhand industrial area exemptions. Tourism businesses need compliance with accommodation GST rates. IT firms require LUT filing for software exports.
Haridwar,Uttarakhand,IN-UT,haridwar,"CGST Commissionerate, Dehradun",Meerut Zone,SIDCUL Industrial Area (Roshanabad)|Har Ki Pauri (Pilgrimage Zone)|Jwalapur|Kankhal|Ranipur Industrial Area|Laksar,"FMCG and consumer goods manufacturing (SIDCUL)|Ayurvedic and herbal products (Patanjali, Dabur)|Pilgrimage and tourism economy|Chemicals and pharmaceuticals|Electrical equipment","Gateway to the Himalayas and India's spiritual capital — Haridwar's SIDCUL is home to Patanjali's headquarters and hundreds of FMCG, pharma, and consumer goods plants.",Dehradun|Rishikesh|Roorkee|Muzaffarnagar,"Haridwar (ROC Uttarakhand, Dehradun) has very high incorporation in FMCG, Ayurvedic, and pharma companies attracted by Uttarakhand's industrial incentives and SIDCUL infrastructure.","Haridwar's FMCG manufacturers benefit from Uttarakhand industrial area GST structure. Ayurvedic product companies must carefully classify products — food, medicine, and cosmetic categories attract different GST rates."
Mathura,Uttar Pradesh,IN-UP,mathura,"CGST Commissionerate, Agra",Agra Zone,Mathura Refinery Area|Vrindavan Tourism Zone|Govardhan Road|Krishna Nagar Industrial Area|Kosikhurd|Chhata|Hathras Road,"Oil refinery (IOC — Mathura Refinery)|Tourism and pilgrimage (Vrindavan, Govardhan)|Dairy and milk products|Agricultural trading|Religious goods and handicrafts","Lord Krishna's birthplace and a major industrial city — Mathura houses India's largest IOC refinery and the spiritually vibrant Braj region, driving a massive pilgrimage and dairy economy.",Agra|Vrindavan|Bharatpur|Aligarh,"Mathura (ROC UP, Kanpur) sees incorporation in refinery ancillary units, dairy companies, pilgrimage hospitality businesses, and agricultural commodity traders.",Mathura's refinery ancillary units need careful ITC management on petroleum products. Religious goods traders and pilgrimage businesses must evaluate GST on prasad and pooja materials.
Aligarh,Uttar Pradesh,IN-UP,aligarh,"CGST Commissionerate, Agra",Agra Zone,Jamalpur Industrial Area (Lock Manufacturing)|Ramghat Road|Civil Lines|Sasni Gate|GT Road Corridor|Tappal|Hathras Junction Zone,Lock manufacturing (80% of India's locks)|Hardware and fittings|Agricultural machinery|Textiles|Education (AMU),India's Lock City — Aligarh produces 80% of India's locks and is a major hardware manufacturing hub. Aligarh Muslim University drives a significant education and research economy.,Agra|Mathura|Bulandshahr|Hathras,"Aligarh (ROC UP, Kanpur) sees incorporation in lock and hardware manufacturers, agri-machinery companies, and educational institutions. Many small manufacturers formalising for export compliance.",Aligarh's lock and hardware exporters need LUT filing and zero-rated supply compliance. Hardware businesses trading across states must maintain careful IGST documentation.
Moradabad,Uttar Pradesh,IN-UP,moradabad,"CGST Commissionerate, Ghaziabad",Meerut Zone,Brass Market (Peetal Nagri)|Rampur Road Industrial Area|Civil Lines|Sambhal Road|Budh Bazar|Majhola UPSIDC Area,Brassware and metal handicrafts (Peetal Nagri)|Imitation jewellery|Aluminium utensils|Furniture|Textile weaving,"The Brass City of the World — Moradabad exports over ₹5,000 crore worth of brassware and metal handicrafts annually to over 150 countries.",Sambhal|Rampur|Bareilly|Amroha,"Moradabad (ROC UP, Kanpur) sees high incorporation in brass export companies, handicraft businesses, and metal goods manufacturers seeking to formalise for large buyer compliance.",Moradabad's brassware exporters need systematic LUT filing and zero-rated export compliance. Handicraft exporters under ₹1.5 crore may benefit from the Composition Scheme with export provisions.
Bareilly,Uttar Pradesh,IN-UP,bareilly,"CGST Commissionerate, Ghaziabad",Meerut Zone,Subhash Nagar Industrial Area|Civil Lines (Commercial)|Pilibhit Bypass|Rampur Road|Izatnagar (Railway Zone)|Nawabganj,Furniture and zardozi embroidery|Surma (eye cosmetics)|Steel furniture and bunk beds|Sugar mills|Agricultural trading,Known as Nath Nagari and Furniture City — Bareilly is India's largest furniture manufacturing hub and a significant zardozi embroidery and surma production centre.,Moradabad|Pilibhit|Budaun|Shahjahanpur,"Bareilly (ROC UP, Kanpur) sees incorporation from furniture manufacturers, embroidery exporters, sugar mills, and agricultural trading companies.",Bareilly's furniture manufacturers must carefully manage GST on wood and MDF inputs. Zardozi exporters need LUT filing. Sugar mills have specific GST compliance requirements around molasses and bagasse.
Hapur,Uttar Pradesh,IN-UP,hapur,"CGST Commissionerate, Meerut",West UP Zone,"Pilkhuwa (Textile Hub)|Garhmukteshwar|Babugarh Industrial Area|Simbhaoli Sugar Mill Area|Hapur City (Civil Lines, Garh Road)|NH-9 Corridor|Dhaulana",Textile and fabric trading (Pilkhuwa)|Grain and paper trading (Hapur Mandi)|Sugar processing (Simbhaoli)|Small-scale manufacturing (Babugarh)|NH-9 logistics and transport,"Hapur is western UP's key trading hub — Pilkhuwa is one of India's top fabric and handloom markets, while Hapur Mandi is a major grain and paper trading centre on NH-9.",Ghaziabad|Meerut|Bulandshahr|Amroha,"Hapur (ROC UP, Kanpur) sees incorporation from textile traders, grain merchants, logistics companies, and small manufacturing units in Babugarh industrial area.",Hapur's textile traders in Pilkhuwa need careful GST classification for handloom vs powerloom fabrics. Grain traders must understand agricultural commodity GST exemption boundaries carefully.
Raipur,Chhattisgarh,IN-CT,raipur,"CGST Commissionerate, Raipur",Bhopal Zone,Urla Industrial Area|Siltara Industrial Estate|VIP Road (Commercial)|Shailendra Nagar|Devendra Nagar|Telibandha|Pandri Commercial Hub,"Steel and sponge iron|Rice milling and agricultural processing|Mining services (coal, iron ore)|Construction and infrastructure|Government contracting","Chhattisgarh's capital and the Rice Bowl of India — Raipur is India's largest steel trading hub outside Mumbai, with a massive steel and sponge iron cluster in Urla and Siltara.",Durg|Bhilai|Bilaspur|Jagdalpur,"Raipur (ROC Chhattisgarh) sees high incorporation in steel trading companies, rice mills, mining services, and government contractors. Bhilai Steel Plant drives many ancillary unit incorporations.","Raipur's steel traders must navigate complex GST on steel products and scrap. Rice millers need compliance on paddy processing and packaged rice GST rates, which differ significantly."
Mysuru,Karnataka,IN-KA,mysuru,"CGST Commissionerate, Mysuru",Bangalore Zone,Hebbal Industrial Area|Hootagalli KIADB|Vijayanagar|Gokulam|Devaraja Market|Chamundi Hill Corridor|Nanjangud Industrial Area,Silk weaving and Mysore silk|Agarbatti (incense sticks)|Chemicals and paper (Nanjangud)|Tourism and heritage|IT and BPO,"The City of Palaces and Karnataka's cultural capital — Mysuru is the home of the world-famous Mysore silk, India's top agarbatti production hub, and a major chemical and paper manufacturing centre.",Bangalore|Mandya|Chamarajanagar|Hassan,"Mysuru (ROC Karnataka, Bangalore) sees incorporation in silk weaving companies, agarbatti manufacturers, chemical units, and tourism businesses.",Mysuru's silk weavers have handloom GST exemption benefits. Agarbatti manufacturers must correctly classify fragranced vs non-fragranced products which attract different rates.
Mangaluru,Karnataka,IN-KA,mangaluru,"CGST Commissionerate, Mysuru",Bangalore Zone,Bunder Port Area|Pandeshwar (Commercial)|Kodialbail|Kavoor Industrial Area|MRPL Refinery Area|Bikarnakatte|Surathkal (NITK Zone),Port and shipping (New Mangalore Port)|Cashew processing and export|Fish and seafood export|Tiles and ceramics (Udupi-Mangaluru cluster)|Banking and finance,"The Cashew Capital of India — Mangaluru is a major port city, India's top cashew processing and export hub, and home to New Mangalore Port, a key petroleum and container terminal.",Udupi|Hassan|Dharwad|Kozhikode,"Mangaluru (ROC Karnataka) sees strong incorporation in cashew exporters, seafood processing companies, port logistics firms, and ceramic tile manufacturers.",Mangaluru's cashew exporters must file LUT for zero-rated exports. Seafood exporters have complex cold chain ITC management. Ceramic tile manufacturers need to manage input credit on gas and electricity.
